Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

Directly constructed signatures for taxonomy classes A E. z is CHOSEN so that each signature lands in its class -- it is not the hash of any particular message. Every row is nonetheless an honest ECDSA signature: it verifies against x*G, and the private key x* is re-derived from the public (z, r, s) by the recovery routine and confirmed on the curve. Constructing such a signature requires already knowing x, so none of this transfers to a signature you did not create yourself.

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s                                                                               s_zk*                                                                           s_rxk*                                                                          s_zr                                                                            z                                                                               r_x                                                                             r_y                                                                             x*                                                                              k*                                                                              k^{-1}*                                                                         a  m1*  m2*  f*  x_recovered                                                                     hypothesis
E2    17313375986839104381040051267868605369705494146451569190975103196679426188152   33276366306038824951152759069139128305635764606381618393395066584549396920622   99829098918116474853458277207417384916907293819144855180185199753648190761867   -                                                                               50429180321962686191761426566756999452403072833602132107970143393535432880999   1578689997698711562796220020827556386372481114926314381318333930443238435089    12608858505241021603159016358770096199074868455193292287216436594359218160861   61563603753582515778592691694165742512672130103588879140494227045678295702821   70317007182068502649575014739449474445684228033988545374812859980219090082232   64707359786788350413546516123788671806645756803817327368472002467093428711004   -  -    -    -   61563603753582515778592691694165742512672130103588879140494227045678295702821   -
E1    113652821083565412040917510692107489386288293623348415216671896789477490635761  28413205270891353010229377673026872346572073405837103804167974197369372658940   85239615812674059030688133019080617039716220217511311412503922592108117976821   -                                                                               82288843609680363570208527698830235717398074432769575029585825581292919141894   30416182845817155350177288347245479624585337268327868141548770590581590591661   25932107207736095210899835447884110746535191940054525182963396118592380801233   22361040060808125944931830644760946110801517325440908590435422040446949386279   96368837842456317118539517858142527198210447066828591314462397998514164907140   52796682312741697760380621125709840203399382008696007705451804843104765269878   -  -    -    -   22361040060808125944931830644760946110801517325440908590435422040446949386279   -
E2    13748759491750413065767870383057902616980369317251346924330193181439595698056   97155636546799956367004141543809357852363450197244688480201517242218317894295   32385212182266652122334713847936452617454483399081562826733839080739439298098   -                                                                               47002947970105568951957503421118218231638412317522131058892472379694817637114   97539158333034226414258585548809089883037067623048121029669836307342029883561   3611894398991685848713574814451445265391556832684587828993393204016161445193    69779419171050299586866626776006635257112102980822202910436132656152747294723   19241405901866634544057008829361508670205314201640717521624970456479370045730   5622897739047018822818970480546825231316615654813518873283439473281632680433    -  -    -    -   69779419171050299586866626776006635257112102980822202910436132656152747294723   -
E1    37798485621748587463198934987184170926790944846361663656661407033765870458733   28348864216311440597399201240388128195093208634771247742496055275324402844050   9449621405437146865799733746796042731697736211590415914165351758441467614683    -                                                                               64346262966217493206554414326404614767988452689457922859291453503745078505333   14318486970862642021581019336064573412941524123603373442058374247571406621261   84392559983582843100451260543955643183154769357963179916887440891299040886597   62625452340526729702334600064707429047799129844614323483043929911442551446407   80367791840511457107613315557995910291412118973005270956519309260966005432268   95187497901157970964464065848144987597386297924278572700635750736636597519606   -  -    -    -   62625452340526729702334600064707429047799129844614323483043929911442551446407   -
E2    37727605153652017560272473593028192116638095120512675842221074205960304563193   115139770793226159737882593951287074977106744549690685168619678010608849543148  38379923597742053245960864650429024992368914849896895056206559336869616514382   -                                                                               10129205782853121759695131305166695378463092834453235564753550483879931145662   41178214973592589193287668462053361086439743005561851284885528291313419095537   13968477895862932533290330685841935821121908194223970792517113890266479866520   66963900066389995577973936505564412836296780413971556644350668203973214403282   106506436327179676621138428272686921310884127200212068878726470012884361479619  100915190184018593316729661839180698624418710779411094837200348184908916279230  -  -    -    -   66963900066389995577973936505564412836296780413971556644350668203973214403282   -
E2    29693684221390102719087171980832611087181988128106845716121868176624242180672   109114330094029723606993617742140389205014664305386312574045273488606802756257  36371443364676574535664539247380129735004888101795437524681757829535600918752   -                                                                               48270867411942294508520095050429454823717915619055545305908305791088153626119   9264241965670500262221365884566057819658052296500706383797696979445639407297    56362931672468700018579772235121208013087227719177575252303030169134058854167   40017738107266240653086886449619393527641419621456316599107840926324731553963   72623496224615624196213260876236244421060464846976135306280310610908298933971   59045316203928625899360581327250472736871280113340759437925791749437370047866   -  -    -    -   40017738107266240653086886449619393527641419621456316599107840926324731553963   -
E1    107936849916119356938881704258805433829297454471961321428684599698570421088786  80952637437089517704161278194104075371973090853970991071513449773927815816590   26984212479029839234720426064701358457324363617990330357171149924642605272196   -                                                                               15932952088520024047661313945456683210087610001406859373735117077838472598233   8595854489793838717562976772046711041799620763746480835581998127140787970368    44628590937613983837858017029456980275272032676301331929116340959407150698772   18526616467232594221341058862852795661627741990047638117886020299870037175972   81296740669253126685843943623689426210456106274857815016792969245221137463069   17655405358295425282297022882069000815896009549499175843072116495494167148695   -  -    -    -   18526616467232594221341058862852795661627741990047638117886020299870037175972   -
E2    21665749991227825021721697212570869814065062164705540884763830003423613701740   34364459807136005111323170555314694416725656610945111316842248286235443799019   103093379421408015333969511665944083250176969832835333950526744858706331397058  -                                                                               21226311218962705322837735594316074848985847486919675424473503746848954173571   46609441493140086338646213285493912108940771892706188078354554254837763772281   101289944660267930092465192910436802509007382419091997848880954427889567174729  78360270862727079556493119177323935846357003748209962426368587407549101620587   54401375970387233618162221353840553995633220136547061083308861089740306638430   97682979772985816966139683365568193514928542937078480224528895705711258598672   -  -    -    -   78360270862727079556493119177323935846357003748209962426368587407549101620587   -
E1    81115074832299689419545187180183149074792868168515008295265548578317337284726   20278768708074922354886296795045787268698217042128752073816387144579334321181   60836306124224767064658890385137361806094651126386256221449161433738002963545   -                                                                               63165357448809851534038122398580648571763098708094253492868437092240414514121   27098120157697680707104020199492529578102867532930570541440047277017173635618   35299937036326141225242078736919205947979223756353082584429040415362396493151   93709304305525291992787766543765902570711667048678802544425341196942751051605   97906237483658641653512512703160839216764685562645271788606831536813461868400   43975740791833628809002303479587573695129927621211977357958221877478141333861   -  -    -    -   93709304305525291992787766543765902570711667048678802544425341196942751051605   -
E1    46458176636594976019217064871026702741210582801806361865229492912124762347286   11614544159148744004804266217756675685302645700451590466307373228031190586821   34843632477446232014412798653270027055907937101354771398922119684093571760465   -                                                                               102585599363885612447041925229309522608159215742789593025072248021753982721229  70049713463127223216664187099429970780055532281899809460162877145268330403472   92203386705083104945438566229696756152408669569404546751401984090217122933819   9506925336421925243255440335632372828383909244763083217480016747862494259588    84319635698863552554742357244376682638234192837702560450944895120726818116926   14512714761558352815947666229985874371492482979466443023148468196616336342984   -  -    -    -   9506925336421925243255440335632372828383909244763083217480016747862494259588    -
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s                                                                               s_zk*                                                                           s_rxk*                                                                          s_zr                                                                            z                                                                               r_x                                                                             r_y                                                                             x*                                                                              k*                                                                              k^{-1}*                                                                         a  m1*  m2*  f*  x_recovered                                                                     hypothesis
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 100
Transaction Limit Per Key: 1
Total Transaction Count: 100
Signature Space Per Key: n/a (directly constructed)
Signature Space All Keys: n/a (directly constructed)
Transactions With Valid A: 50
Total Observed Cases: 100
Case A Count: 50
Case B Count: 0
Case C Count: 0
Case D Count: 0
Case E Count: 50
Case E Overlapping A Cases: 0
Hypothesis 001 Count: 0
Recovery Attempts: 100
Recovery Verified: 100
Recovery Rejected: 0
Spent time: 2.645 sec.
