Elliptic curve parameters:
name = secp17k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using random message hashes and nonces (only for test curves).

---------------------------------------------------------------------------------------------------------------------------------------------------------
case    s      s_zk*  s_rxk*  s_zr   z      r_x    r_y    x*     k*     k^{-1}*  a      m1*    m2*  f*                          x_recovered  hypothesis
D43     18112  97668  20111   23403  70309  85866  73051  67820  28783  57377    2239   -      -    43.62125949084412684234     -            -
D2      53399  54767  98299   88156  22749  37879  80763  97126  34732  61860    18642  -      -    2.93782855916747130136      -            -
D3      41247  36418  4829    72826  97312  86855  17041  75038  78739  99186    9668   -      -    3.76685974348365742656      -            -
D4      54657  90158  64166   89885  19667  30715  74285  78459  18770  80323    19429  -      -    4.64038293272942508621      -            -
D11     25009  33553  91123   28698  7650   31350  11422  66464  89844  80663    2875   -      -    11.67060869565217391304     -            -
D8      55146  48563  6583    62169  65475  3225   37274  80127  45840  52610    5985   -      -    8.11411862990810359231      -            -
D5      61447  70517  90597   86291  21893  29818  14843  49765  28477  79735    11759  -      -    5.99685347393485840632      -            -
D0      29514  8697   20817   46057  96429  9066   6103   97528  78397  42936    12971  -      -    0.67049572122426952432      -            -
D6      68352  17728  50624   73049  82357  96306  90301  50679  2394   5204     2594   -      -    6.83423284502698535080      -            -
D0      65864  4796   61068   93459  36537  68875  51758  28431  80161  55127    10674  -      -    0.44931609518456061457      -            -
D21     57715  2692   55023   58967  47182  81884  61861  30037  78285  79274    123    -      -    21.88617886178861788617     -            -
D1      65085  31638  33447   99350  67278  34006  44133  20082  88385  30257    30820  -      -    1.02654120700843608046      -            -
D0      7262   50     7212    11836  18454  24326  20902  93496  76116  25870    2688   -      -    0.01860119047619047619      -            -
D11     51730  94255  57142   62557  78565  60023  1993   65117  59782  59143    8422   -      -    11.19152220375207789123     -            -
D2      47445  64349  82763   71913  22526  57323  65459  9617   3572   52261    22977  -      -    2.80058319188753971362      -            -
D11     19864  82732  36799   32351  55261  52975  93415  80364  18347  42508    7377   -      -    11.21485698793547512538     -            -
D29     55872  56316  99223   63585  6079   19734  91972  47478  4352   59475    1881   -      -    29.93939393939393939393     -            -
D11     84661  89993  94335   97455  69546  15982  99713  15589  15220  76204    7897   -      -    11.39584652399645434975     -            -
D20     51829  72317  79179   61498  56668  95148  36441  65739  52488  59436    3484   -      -    20.75688863375430539609     -            -
D53     33759  67633  65793   38402  12144  48146  53475  42097  88746  63865    1258   -      -    53.76232114467408585055     -            -
D18     18526  84479  33714   25506  56037  12102  16132  44964  76164  52486    4566   -      -    18.50175208059570740254     -            -
D1      46537  7419   39118   67088  40556  81601  96603  61905  48865  19707    5435   -      -    1.36504139834406623735      -            -
D0      54383  17695  36688   82069  58172  43117  19270  32745  62631  5584     26697  -      -    0.66280855526838221523      -            -
D3      25303  21870  3433    44391  67092  4123   18006  96436  68061  27337    6215   -      -    3.51890587288817377312      -            -
D66     34472  19801  14671   36913  97089  6442   98365  24942  31937  38073    298    -      -    66.44630872483221476510     -            -
D2      67415  32927  34488   93581  78611  81330  26899  22206  90964  70304    15083  -      -    2.18305376914406948219      -            -
D7      15889  31654  83902   27814  7823   93861  15673  45866  21962  38951    3964   -      -    7.98536831483350151362      -            -
D4      66912  29378  37534   97272  8838   49946  80817  34158  80255  12769    6192   -      -    4.74450904392764857881      -            -
D13     81915  2333   79582   87754  87416  64645  94500  47188  87700  28067    169    -      -    13.80473372781065088757     -            -
D9      26897  58396  68168   47939  58228  74799  72873  14533  8050   14201    5855   -      -    9.97369769427839453458      -            -
D93     63452  92867  70252   65404  20228  11454  79256  42508  68650  59520    988    -      -    93.99493927125506072874     -            -
D5      31331  46122  84876   42749  10368  1398   71664  78740  27267  85079    8495   -      -    5.42931135962330782813      -            -
D17     53330  70894  82103   60372  69588  76878  68967  23938  8259   43504    4036   -      -    17.56541129831516352824     -            -
D15     97407  15181  82226   98528  95724  3716   43845  29046  69506  87328    1001   -      -    15.16583416583416583416     -            -
D3      77539  48553  28986   98611  60547  9661   67823  64870  72689  81982    14323  -      -    3.38986245898205683166      -            -
D5      46734  30707  16027   88335  1819   15226  13352  92335  34538  42700    5133   -      -    5.98227157607636859536      -            -
D64     35079  44792  89954   52271  69821  77789  52142  16973  46019  14645    695    -      -    64.44892086330935251798     -            -
D981    44577  79471  64773   66825  11821  2358   2806   4345   76546  90981    81     -      -    981.12345679012345679012    -            -
D1      69097  12203  56894   97614  35777  99107  77068  71643  11617  88917    12063  -      -    1.01160573654978031998      -            -
D12     49144  52145  96666   60349  47259  40877  81220  40708  98976  71541    4324   -      -    12.05943570767807585568     -            -
D6      50475  51588  98554   71712  46656  79366  40630  33442  45557  82211    8001   -      -    6.44769403824521934758      -            -
D1      40482  6246   34236   45706  9879   388    72547  41913  36527  96641    3914   -      -    1.59580991313234542667      -            -
D8      21456  71580  49543   34573  53238  97745  8366   15755  73360  18962    8339   -      -    8.58376304113203021945      -            -
D1      62129  16512  45617   78101  8440   21466  52603  83984  57705  63581    14213  -      -    1.16175332442130443959      -            -
D3      82095  17705  64390   94797  27111  62680  96721  43412  62273  71945    5883   -      -    3.00951895291517933027      -            -
D522    51549  90445  60771   51853  9466   9471   29109  49897  28185  29817    173    -      -    522.80346820809248554913    -            -
D73     30163  46590  83240   31569  11014  89562  93778  64219  62590  41413    637    -      -    73.13971742543171114599     -            -
D3      53545  43302  10243   73821  97282  17019  17206  45360  39034  17784    12993  -      -    3.33271761717848072038      -            HYP-001
D81     84110  59500  24610   93374  22238  22503  22681  35739  79208  26813    734    -      -    81.06267029972752043596     -            -
D1322   48605  75357  72915   97153  88054  52859  16931  34579  14395  22239    57     -      -    1322.05263157894736842105   -            -
D9      85417  65234  20183   96592  87924  80715  57891  53840  41748  68080    7192   -      -    9.07035595105672969966      -            -
D18     42654  65728  76593   81740  32185  86137  7585   72733  35418  18384    3568   -      -    18.42152466367713004484     -            -
D99     26178  73293  52552   29813  14298  7872   73678  87085  76010  47371    733    -      -    99.99045020463847203274     -            -
D7      46400  38430  7970    56669  2687   92418  10260  66734  81588  81877    5324   -      -    7.21825694966190833959      -            -
D0      53998  7294   46704   72578  40460  4894   52077  49924  82073  64732    16838  -      -    0.43318683929207744387      -            -
D13     42884  96485  46066   54857  48244  45833  63082  30593  26546  38157    6965   -      -    13.85283560660445082555     -            -
D0      68283  2834   65449   94200  26897  41457  52361  93232  57158  30011    16449  -      -    0.17229010882120493647      -            -
D57     35560  58963  76264   39877  38936  71206  90565  20815  23525  49556    1024   -      -    57.58105468750000000000     -            -
D27     81470  92657  88480   94496  96963  7042   54041  11125  71772  91192    3314   -      -    27.95926372963186481593     -            -
D3      36103  29141  6962    63080  48404  43497  12447  5843   68788  6394     9126   -      -    3.19318430856892395353      -            -
D4      63467  31711  31756   91606  75032  21815  88058  50304  90209  14616    7189   -      -    4.41104465155098066490      -            -
D6      19406  52966  66107   30903  68414  235    33050  2819   74092  57688    7909   -      -    6.69692755089138955620      -            -
D1      53624  45626  7998    83681  94459  49339  93536  75751  17554  42055    23567  -      -    1.93601222047778673568      -            -
D20     43384  92342  50709   48254  9869   75404  92754  92134  85134  53938    4424   -      -    20.87296564195298372513     -            -
D0      49332  10373  38959   76993  1332   72264  6246   11395  94200  87179    21671  -      -    0.47865811453093996585      -            -
D12     12755  67148  45274   19974  22674  15245  17943  12683  10613  28267    5536   -      -    12.12933526011560693641     -            -
D13     80146  27578  52568   83864  44305  80993  44629  36625  3200   80886    2068   -      -    13.33558994197292069632     -            -
D24     37750  60596  76821   55394  50953  45988  69378  40039  53517  2814     2462   -      -    24.61251015434606011372     -            -
D0      24991  1193   23798   42923  33581  48008  74877  68140  75217  51782    7059   -      -    0.16900410823062756764      -            -
D1910   84002  84071  99598   88000  81865  88364  75641  96479  51215  73623    44     -      -    1910.70454545454545454545   -            -
D23     51369  90141  60895   56646  10048  11730  85591  14844  73614  82387    3876   -      -    23.25619195046439628482     -            -
D4      50114  52327  97454   89391  6095   73469  17152  85542  77066  5552     10837  -      -    4.82855033680908000369      -            -
D47     81681  91453  89895   84431  68413  6136   36773  90468  78558  13853    1931   -      -    47.36043500776799585706     -            -
D0      54430  7559   46871   77337  36583  82835  21388  62882  66366  35897    8616   -      -    0.87732126276694521819      -            -
D20     35226  60573  74320   39264  58517  19356  14482  24869  78824  20753    2922   -      -    20.72997946611909650924     -            -
D9      48071  32626  15445   62950  75139  11058  43636  48145  36309  49629    3434   -      -    9.50087361677344205008      -            -
D17     31655  84546  46776   45109  90860  4929   89915  75294  61181  83282    4747   -      -    17.81040657257215083210     -            -
D1      44706  15075  29631   77950  32343  34519  68329  7855   44768  79588    11462  -      -    1.31521549467806665503      -            -
D4      75532  7807   67725   84747  4083   82625  63456  90814  29044  52191    1812   -      -    4.30849889624724061810      -            -
D9      19930  23219  96378   28670  50354  86414  87669  11230  40433  89563    2450   -      -    9.47714285714285714285      -            -
D621    31477  82036  49108   62822  22626  65170  16808  22432  83487  81945    132    -      -    621.48484848484848484848    -            -
D4      68092  83839  83920   92309  17558  73203  58231  95636  24796  83159    19658  -      -    4.26487943839658154440      -            -
D1      61318  10682  50636   89175  44216  11694  95148  56322  45555  5649     5604   -      -    1.90613847251962883654      -            -
D2      59979  55627  4352    96807  74055  39319  28071  92874  44638  97365    23151  -      -    2.40279037622564900004      -            -
D2      82251  10280  71971   91984  56586  97474  71805  35917  79138  77344    4387   -      -    2.34328698427171187599      -            -
D2      66702  42774  23928   92005  37024  24362  10107  55902  62764  44833    16096  -      -    2.65743041749502982107      -            -
D0      62777  8276   54501   85080  56299  20130  99112  94604  39929  88130    18171  -      -    0.45545099334103791756      -            -
D6      78415  57172  21243   92436  20468  10464  64599  62730  64202  96008    8310   -      -    6.87990373044524669073      -            -
D12     49200  75026  73841   92217  67001  35936  139    47257  21839  92397    6183   -      -    12.13423904253598576742     -            -
D7      83229  16780  66449   88633  53124  23380  91880  21187  39965  83225    2169   -      -    7.73628400184416781927      -            -
D1      66985  9256   57729   86560  41525  41513  31578  81481  88656  85103    8260   -      -    1.12058111380145278450      -            -
D5      46097  82240  63524   76524  51051  37351  64247  90729  18527  44887    15670  -      -    5.24824505424377791959      -            -
D1      67608  30418  37190   91734  81054  51941  79899  35121  27041  5337     19356  -      -    1.57150237652407522215      -            -
D2      43780  18416  25364   52703  15606  64960  24955  80936  81213  19416    8088   -      -    2.27695351137487636003      -            -
D2      41957  36370  5587    66666  99399  10908  5916   57077  62272  76474    17248  -      -    2.10865027829313543599      -            -
D14     32789  93205  39251   41521  14834  92138  12400  54040  46947  81902    6593   -      -    14.13696344607917488245     -            -
D27     13907  42039  71535   18033  77578  87443  3290   93107  86103  71767    1529   -      -    27.49444081098757357750     -            -
D13     17626  17616  10      33964  88539  47251  1895   12783  12718  20634    1288   -      -    13.67701863354037267080     -            -
D61     53304  68834  84137   55676  68915  59075  84471  77628  92980  78890    1120   -      -    61.45892857142857142857     -            -
D12     46436  51356  94747   88605  17775  42395  11803  13097  94278  10135    4267   -      -    12.03562221701429575814     -            -
D9      59194  22103  37091   87652  80372  43726  78331  15492  20507  80936    2278   -      -    9.70280948200175592625      -            -
D6      49317  96170  52814   83563  66605  48179  5406   42321  61628  10753    15071  -      -    6.38112932121292548603      -            -
D6      43864  91942  51589   73841  51038  68285  60492  31888  75650  22459    13887  -      -    6.62072441852091884496      -            -
D73     89020  49780  39240   92701  2581   89547  93221  38160  64223  91577    676    -      -    73.63905325443786982248     -            -
D0      33940  7908   26032   54852  22710  51587  3019   83190  7338   78628    13028  -      -    0.60700030703101013202      -            -
D41     87558  87841  99384   93255  9883   17819  41492  82510  7896   35507    2103   -      -    41.76937708036138849262     -            -
D43     72384  43659  28725   84280  9819   26826  99762  30364  50070  33714    1008   -      -    43.31250000000000000000     -            -
D10     33086  99445  33308   45073  47721  77542  21109  63553  9213   29912    9112   -      -    10.91363037752414398595     -            -
D83     44535  81815  62387   53245  57488  54427  51344  76665  11654  37621    985    -      -    83.06091370558375634517     -            -
D16     67918  89671  77914   75718  52802  66168  45235  10327  28132  82339    5518   -      -    16.25063428778542950344     -            -
D161    34447  49207  84907   35241  49231  2092   80008  60117  9387   24070    305    -      -    161.33442622950819672131    -            -
D5      37096  29807  7289    47719  23506  41525  23043  84463  84427  54431    5227   -      -    5.70250621771570690644      -            -
D1      27672  20635  7037    42164  39062  27787  56701  65364  25910  44879    13180  -      -    1.56562974203338391502      -            -
D2      64100  14079  50021   93513  83184  73957  66657  83224  14150  51045    5274   -      -    2.66951080773606370875      -            -
D2      36316  23243  13073   63224  18573  41479  54272  47466  96619  72821    9408   -      -    2.47055697278911564625      -            -
D50     62885  93231  69321   65428  93307  20738  88692  44365  40512  54097    1853   -      -    50.31354560172692930383     -            -
D12     36430  89832  46265   46168  75398  55694  13895  4511   49233  12448    7216   -      -    12.44900221729490022172     -            -
D43     54816  31446  23370   57392  85322  71948  95057  52810  65262  79919    720    -      -    43.67500000000000000000     -            -
D20     84850  30170  54680   88474  19930  79508  77345  20850  41691  2852     1498   -      -    20.14018691588785046728     -            -
D0      78698  6160   72538   96636  56467  32085  66192  20391  10348  90623    6946   -      -    0.88684134753815145407      -            -
D940    24508  95928  28247   36711  21665  26233  30482  68841  67514  24575    102    -      -    940.47058823529411764705    -            -
D28     65722  46341  19381   70299  36719  69749  74320  40306  56408  51899    1644   -      -    28.18795620437956204379     -            -
D5      27509  58086  69090   44298  41991  49418  78555  57387  41454  82700    10720  -      -    5.41847014925373134328      -            -
D128    73635  33441  40194   88310  15867  73655  38708  89326  81052  43438    260    -      -    128.61923076923076923076    -            -
D6      48430  37598  10832   91323  5607   78886  41454  91597  98127  75268    5537   -      -    6.79031966769008488351      -            -
D4      69328  77369  91626   95632  12279  47946  93849  11281  93744  13529    16720  -      -    4.62733253588516746411      -            -
D3      42621  54757  87531   70685  78881  69518  12364  14586  69956  63458    14557  -      -    3.76155801332692175585      -            -
D48     61714  86967  74414   65238  20637  28140  93524  35257  34615  68202    1806   -      -    48.15448504983388704318     -            -
D6      47900  50127  97440   88601  64808  42553  28570  66229  14653  4496     7199   -      -    6.96305042366995416030      -            -
D31     33628  57792  75503   49515  32812  23278  44348  17216  90886  43256    1854   -      -    31.17152103559870550161     -            -
D7      21015  30474  90208   26606  78030  78122  20294  90448  21549  82332    4242   -      -    7.18387553041018387553      -            -
D228    28479  29042  99104   32023  30868  70528  55370  56861  86936  50816    127    -      -    228.67716535433070866141    -            -
D114    85343  62200  23143   94765  86294  16024  70971  31088  64285  90391    545    -      -    114.12844036697247706422    -            -
D62     76305  28444  47861   80519  24248  39113  77016  98360  3659   35465    453    -      -    62.79028697571743929359     -            -
D4      92137  6580   85557   95163  50563  54575  77520  39508  46524  28700    1357   -      -    4.84893146647015475313      -            -
D81     48598  61624  86641   64545  6165   93615  38979  40229  68991  65614    757    -      -    81.40554821664464993394     -            -
D13     72678  99401  72944   88975  99194  37108  33198  25225  27354  98614    7490   -      -    13.27116154873164218958     -            -
D38     47160  42963  4197    49353  64601  36337  42065  96163  4785   83462    1107   -      -    38.81029810298102981029     -            -
D9      68586  5282   63304   70424  82988  35939  76784  37372  62284  12656    580    -      -    9.10689655172413793103      -            HYP-001
D13     40145  70885  68927   74953  11310  65667  59827  37797  92644  87292    5337   -      -    13.28180625819748922615     -            -
D5      9379   20324  88722   14739  47595  39553  41620  53237  95349  27952    4019   -      -    5.05697934809654142821      -            -
D18     11957  41121  70503   16840  47666  89773  83283  87834  90916  91854    2191   -      -    18.76814240073026015518     -            -
D88     31823  15291  16532   33089  79547  40950  34703  20438  29597  559      173    -      -    88.38728323699421965317     -            -
D10     26098  80019  45746   35494  53568  4760   51903  30914  22398  64420    7306   -      -    10.95250479058308239802     -            -
D1      46531  42589  3942    71459  35936  21255  84138  35813  46028  55340    21603  -      -    1.97143915196963384715      -            -
D24     17845  21083  96429   19058  24819  60217  12024  30973  95163  16353    863    -      -    24.42989571263035921205     -            -
D14     10338  33747  76258   12987  35925  46925  15566  1913   85235  11678    2391   -      -    14.11417816813048933500     -            -
D8      82870  81493  1377    93361  81319  87706  33065  87270  9971   60264    9433   -      -    8.63913919219760415562      -            -
D12     85443  92382  92728   98445  40260  89829  3930   97234  3962   25684    7431   -      -    12.43197416229309648768     -            -
D2      27269  37928  89008   41247  93923  53661  26222  42620  50916  55657    13291  -      -    2.85366037168008426754      -            -
D2      50859  41386  9473    86390  78898  38876  48751  28325  13724  35447    15328  -      -    2.70002609603340292275      -            HYP-001
D0      24513  3482   21031   34832  67087  6778   1087   43433  78648  66157    3875   -      -    0.89858064516129032258      -            -
D3      89238  1353   87885   91776  65518  15819  93232  33886  93675  50083    408    -      -    3.31617647058823529411      -            -
D7      48503  98481  49689   66318  32559  69116  80156  70883  86782  32356    12873  -      -    7.65019808902353763691      -            -
D84     32740  87979  44428   48592  68415  37541  30008  41064  68528  55670    1036   -      -    84.92181467181467181467     -            -
D24     52450  45712  6738    58070  62947  80910  7403   31750  55362  93195    1870   -      -    24.44491978609625668449     -            -
D4      53573  70857  82383   72727  2190   1353   87766  14614  18681  55054    15265  -      -    4.64179495578119882083      -            -
D1      33051  15599  17452   56516  80150  22635  73308  24401  91858  20957    9586   -      -    1.62726893386188191112      -            -
D4      43063  32523  10540   78338  78658  42218  32887  51489  12144  80011    7788   -      -    4.17604006163328197226      -            -
D1      25177  6098   19079   34911  73666  47193  43005  29752  41461  69258    5709   -      -    1.06813802767559992993      -            -
D3      47958  53668  93957   80921  54359  67828  56408  15488  73689  17069    14995  -      -    3.57905968656218739579      -            -
D51     85146  81661  3485    86851  85509  1972   99501  43392  82409  32820    1601   -      -    51.00624609618988132417     -            -
D3      67277  68329  98615   89799  34445  67922  20399  79119  92774  6550     22233  -      -    3.07331444249538973597      -            -
D106    31851  85413  46105   33201  90254  3840   70561  80319  87690  74045    801    -      -    106.63295880149812734082    -            -
D1      31938  6085   25853   41248  80735  67720  41041  93269  80271  55861    4008   -      -    1.51821357285429141716      -            -
D32     87584  52886  34698   89413  73018  93833  59308  69397  19239  67258    1621   -      -    32.62553979025293028994     -            -
D21     87724  39819  47905   97261  25955  13605  46559  38836  49082  26989    1891   -      -    21.05711263881544156530     -            -
D64     32530  47210  84987   64323  20846  42139  76201  91967  38533  11104    737    -      -    64.05698778833107191316     -            -
D2      55626  21098  34528   71481  45436  21413  69965  81628  79800  63943    8061   -      -    2.61729313980895670512      -            -
D564    36666  56976  79357   43979  23529  24710  13631  76125  39291  42027    101    -      -    564.11881188118811881188    -            -
D12     57050  9610   47440   66433  13385  55747  48882  26743  27848  55363    752    -      -    12.77925531914893617021     -            -
D29     40786  97329  43124   50151  3303   68904  30192  13539  2940   69733    3326   -      -    29.26307877330126277811     -            -
D2      31728  19977  11751   43053  98326  63291  37741  90237  55289  29194    9078   -      -    2.20059484467944481163      -            -
D14     9654   30127  79194   17236  77994  44312  16870  42948  43830  52635    2072   -      -    14.54005791505791505791     -            -
D52     34112  73214  60565   35599  63701  98649  38900  97923  17751  3279     1398   -      -    52.37052932761087267525     -            -
D8      65469  96865  68271   83484  52475  49950  39769  56846  44337  95025    11424  -      -    8.47907913165266106442      -            -
D22     33693  90214  43146   63335  66535  2540   54479  55180  87651  16813    4051   -      -    22.26956307084670451740     -            -
D8      53582  94065  59184   67810  60921  22434  36429  87629  73663  65337    10898  -      -    8.63140025692787667461      -            -
D9      67994  88981  78680   77779  4881   75098  98865  91367  35451  46554    9284   -      -    9.58433864713485566566      -            -
D6      74400  24650  49750   91995  40717  59824  79125  2899   80459  31024    4020   -      -    6.13184079601990049751      -            -
D49     51896  95697  55866   58141  56728  76647  28299  20136  79167  14600    1936   -      -    49.43026859504132231404     -            -
D1      59938  36850  23088   92878  14054  3439   61545  70921  23769  96606    26998  -      -    1.36491591969775538928      -            -
D2      77452  7877   69575   89714  48961  14119  716    59564  4498   86350    3880   -      -    2.03015463917525773195      -            -
D4      45242  32385  12857   58146  15826  7246   62547  74194  33706  4190     6530   -      -    4.95941807044410413476      -            -
D0      54908  5365   49543   98185  58280  19027  79384  63768  98749  72416    11631  -      -    0.46126730289742928381      -            -
D6      78002  46848  31154   95658  93586  38730  452    78837  89921  78713    7378   -      -    6.34968826240173488750      -            -
D3      55475  71408  83734   92620  24148  1176   15167  39388  58627  36241    18330  -      -    3.89569012547735951991      -            -
D63     37287  35375  1912    38400  8746   31958  88979  15424  72231  54487    558    -      -    63.39605734767025089605     -            -
D30     46383  71959  74091   61060  94762  36461  37790  27809  83556  14148    2352   -      -    30.59481292517006802721     -            -
D18     25540  75907  49300   29836  31196  91553  63255  80336  34513  86874    4060   -      -    18.69630541871921182266     -            -
D6      54862  28786  26076   62105  14954  18246  86052  5863   57697  41351    4161   -      -    6.91804854602259072338      -            -
D8      59623  47054  12569   77688  8075   70190  77069  35016  57298  45217    5428   -      -    8.66875460574797347089      -            -
D6      80483  25650  54833   95795  3418   73539  35390  94577  82749  88244    3923   -      -    6.53836349732347693092      -            -
D5      44124  8179   35945   58372  91575  39899  15481  79289  74929  79873    1380   -      -    5.92681159420289855072      -            -
D1      66914  5008   61906   72650  22350  1787   39289  71978  88646  36906    3818   -      -    1.31168150864326872708      -            -
D6      23006  17308  5698    43434  72167  44584  11407  63043  3131   57712    2578   -      -    6.71373157486423584173      -            -
D2      28731  25366  3365    46949  62848  23181  17331  73647  21715  88982    10513  -      -    2.41282222010843717302      -            -
D11     74495  96128  78034   83907  89954  85580  49311  14927  93474  39075    8611   -      -    11.16339565671815120195     -            -
D2      37756  4866   32890   55498  58448  17575  23077  4360   90421  18379    2272   -      -    2.14172535211267605633      -            -
D9      74804  8040   66764   77354  45971  44156  95757  30113  22406  41800    854    -      -    9.41451990632318501170      -            -
D0      47695  9924   37771   80969  81031  48444  45184  86728  83998  87537    14421  -      -    0.68816309548574994799      -            -
D10     76108  77208  98567   99074  15176  66692  62861  15785  99440  64103    7210   -      -    10.70846047156726768377     -            -
D42     70184  68485  1699    87328  20822  74484  84891  38402  59361  41891    1608   -      -    42.59017412935323383084     -            -
D13     35999  48889  86777   52180  3304   57813  19275  90963  70539  44328    3637   -      -    13.44212262854000549903     -            -
D2      55235  32044  23191   77275  50186  46165  47320  69591  20934  6594     11155  -      -    2.87261317794710891976      -            -
D0      76109  6397   69712   92281  74890  64490  14617  61378  36267  58170    11421  -      -    0.56010857192890289817      -            -
D2      21206  15693  5513    28895  71926  71822  10057  95933  38276  54570    5828   -      -    2.69269045984900480439      -            -
D3      19908  15030  4878    35363  62792  52607  56952  68910  2219   32339    4453   -      -    3.37525263867055917359      -            HYP-001
D750    89441  48786  40655   89833  25360  87334  70185  11331  39462  91345    65     -      -    750.55384615384615384615    -            -
D26     40305  16577  23728   44714  22809  6587   50554  52238  19752  74503    624    -      -    26.56570512820512820512     -            -
D1      31470  16465  15005   48758  51249  21193  60674  70650  53290  32612    14182  -      -    1.16097870540121280496      -            -
D37     21672  30955  90384   28620  73515  7057   92233  51610  14459  90706    828    -      -    37.38526570048309178743     -            -
D2      24378  20959  3419    32984  8749   26410  20819  82000  78782  27001    7166   -      -    2.92478370080937761652      -            -
D4      72630  78782  93515   91587  62981  93147  83678  59314  31627  56664    15759  -      -    4.99917507456056856399      -            -
D10     77318  31353  45965   84084  3998   48633  51944  20049  57118  36579    2892   -      -    10.84128630705394190871     -            -
D0      54606  17146  37460   82522  2838   20117  4406   64458  62930  32526    26690  -      -    0.64241288872236792806      -            -
D34     70998  69397  1601    77269  1762   50443  5987   74752  69296  75327    2017   -      -    34.40604858701041150223     -            -
D4      48455  46579  1876    87498  25263  10975  1659   79174  41672  48133    9412   -      -    4.94889502762430939226      -            -
D3      54640  77779  76528   88882  4643   22258  8905   90620  66959  5555     20398  -      -    3.81306990881458966565      -            -
D12     61193  75028  85832   88824  52140  11792  93088  93858  38673  16280    5931   -      -    12.65014331478671387624     -            -
D1      64049  41340  22709   97640  34284  33888  57464  6409   58557  6141     30458  -      -    1.35727887582901044060      -            -
D0      41008  15311  25697   65859  34801  3009   65879  64571  61465  6765     16157  -      -    0.94763879433063068638      -            -
D495    54749  69835  84581   82053  48640  12708  15200  77925  8471   35850    141    -      -    495.28368794326241134751    -            -
D3      23330  27054  95943   31332  28698  88249  69219  58005  29952  41864    7326   -      -    3.69287469287469287469      -            -
D481    48129  85261  62535   54123  58144  85336  85104  84070  48342  59573    177    -      -    481.70056497175141242937    -            -
D6      48113  98297  49483   64617  96334  56946  77492  30959  36450  33761    15105  -      -    6.50758027143330023171      -            -
D35     35026  67518  67175   38338  4175   58759  20721  54449  4492   8276     1906   -      -    35.42392444910807974816     -            -
D6      56696  32275  24421   69650  95923  41882  84157  46010  94130  18       4880   -      -    6.61372950819672131147      -            -
D14     43852  39946  3906    64407  5121   30082  13053  51867  47633  21650    2742   -      -    14.56819839533187454412     -            -
D41     15486  91721  23432   22132  78717  25194  42272  81421  44405  84263    2194   -      -    41.80537830446672743846     -            -
D1      70019  12293  57726   78973  9281   4100   88569  96184  78442  65637    7341   -      -    1.67456749761612859283      -            -
D21     25145  66405  58407   36155  59331  24691  99165  91848  37031  52241    3125   -      -    21.24960000000000000000     -            -
D63     69833  62996  6837    92778  37122  51165  26174  72940  5750   99615    998    -      -    63.12224448897795591182     -            -
D30     21775  96359  25083   31087  79490  92093  38783  10376  98016  4105     3151   -      -    30.58045065058711520152     -            -
D9      9547   28289  80925   16244  43758  3713   78961  87764  66135  89475    2850   -      -    9.92596491228070175438      -            -
D21     44350  80766  63251   64631  48661  46952  44491  26075  2924   30575    3788   -      -    21.32154171066525871172     -            -
D15     72320  6925   65395   72895  19556  3240   58349  48654  59472  31461    445    -      -    15.56179775280898876404     -            -
D5      60795  88683  71779   82867  85635  81144  52605  17822  44209  37106    16651  -      -    5.32598642724160711068      -            -
D0      47423  14530  32893   75129  5394   54282  7671   27180  34558  20993    19717  -      -    0.73692752447126844854      -            -
D190    88762  84267  4495    90970  48077  61201  91827  15895  94687  4463     442    -      -    190.64932126696832579185    -            -
D4      73467  58113  15354   94081  41773  43321  10771  48733  15275  2101     11625  -      -    4.99896774193548387096      -            -
D32     60654  74609  85712   68988  41333  44558  27181  62999  21934  29104    2316   -      -    32.21459412780656303972     -            -
D36     46387  25550  20837   47124  92609  3919   89326  12164  98200  32475    693    -      -    36.86868686868686868686     -            -
D31     81933  8859   73074   91005  62662  29530  98873  50082  59094  59501    285    -      -    31.08421052631578947368     -            -
D18     18107  58159  59615   21850  26280  43425  47355  93177  13830  9419     3135   -      -    18.55151515151515151515     -            -
D2      58442  72086  86023   89726  24911  40729  317    96690  87640  95797    27158  -      -    2.65431916930554532734      -            -
D370    92477  97341  94803   93131  97779  57861  46034  5263   19540  17633    263    -      -    370.11787072243346007604    -            -
D21     27377  4071   23306   27854  99143  88582  36389  49759  1885   89198    188    -      -    21.65425531914893617021     -            -
D4      57603  79755  77515   78231  74479  91295  53502  20236  12795  15322    16347  -      -    4.87887685813910809322      -            -
D2      24069  26350  97386   37575  91000  47397  52198  10556  50688  70041    10563  -      -    2.49455647069961185269      -            -
D13     44879  14981  29898   59463  92666  46629  5310   89827  77060  92860    1127   -      -    13.29281277728482697426     -            -
D738    75843  76834  98676   77890  74856  49981  48551  50214  28531  40075    104    -      -    738.78846153846153846153    -            -
D8      69717  72324  97060   90256  44511  88939  15356  66557  17666  47306    8100   -      -    8.92888888888888888888      -            -
D11     65116  83247  81536   76650  43101  81965  59682  7886   24295  21320    7446   -      -    11.18009669621273166800     -            -
D10     80350  75934  4416    94904  2236   64407  50362  87748  6064   81604    7580   -      -    10.01767810026385224274     -            -
D22     15628  73325  41970   27990  50962  77259  15705  4796   91939  30888    3266   -      -    22.45101041028781383955     -            -
